Mod:Item:MetaData, Localized Name
tconstruct:hammer_head:0, Prometheum Hammer Head
tconstruct:hammer_head:0, Adamantine Hammer Head
tconstruct:hammer_head:0, Tartarite Hammer Head
tconstruct:hammer_head:0, Atlarus Hammer Head
tconstruct:hammer_head:0, Black Steel Hammer Head
tconstruct:hammer_head:0, Vyroxeres Hammer Head
tconstruct:hammer_head:0, Oureclase Hammer Head
tconstruct:hammer_head:0, Inolashite Hammer Head
tconstruct:hammer_head:0, Orichalcum Hammer Head
tconstruct:hammer_head:0, Infuscolium Hammer Head
tconstruct:hammer_head:0, Midasium Hammer Head
tconstruct:hammer_head:0, Shadow Steel Hammer Head
tconstruct:hammer_head:0, Krik Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Tin Hammer Head
tconstruct:hammer_head:0, Aluminum Hammer Head
tconstruct:hammer_head:0, Zinc Hammer Head
tconstruct:hammer_head:0, Refined Obsidian Hammer Head
tconstruct:hammer_head:0, Refined Glowstone Hammer Head
tconstruct:hammer_head:0, Manasteel Hammer Head
tconstruct:hammer_head:0, Terrasteel Hammer Head
tconstruct:hammer_head:0, Elementium Hammer Head
tconstruct:hammer_head:0, Gaia Spirit Hammer Head
tconstruct:hammer_head:0, Yellorium Hammer Head
tconstruct:hammer_head:0, Cyanite Hammer Head
tconstruct:hammer_head:0, Blutonium Hammer Head
tconstruct:hammer_head:0, Ludicrite Hammer Head
tconstruct:hammer_head:0, Quartz Enriched Iron Hammer Head
tconstruct:hammer_head:0, Draconium Hammer Head
tconstruct:hammer_head:0, Wyvern Draconium Hammer Head
tconstruct:hammer_head:0, Awakened Draconium Hammer Head
tconstruct:hammer_head:0, Chaotic Draconium Hammer Head
tconstruct:hammer_head:0, Psimetal Hammer Head
tconstruct:hammer_head:0, Psigem Hammer Head
tconstruct:hammer_head:0, Ivory Psimetal Hammer Head
tconstruct:hammer_head:0, Ebony Psimetal Hammer Head
tconstruct:hammer_head:0, Dark Matter Hammer Head
tconstruct:hammer_head:0, Red Matter Hammer Head
tconstruct:hammer_head:0, Fluxed Electrum Hammer Head
tconstruct:hammer_head:0, Refined Iron Hammer Head
tconstruct:hammer_head:0, Tungsten Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Chrome Hammer Head
tconstruct:hammer_head:0, Advanced Alloy Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Yellow Garnet Hammer Head
tconstruct:hammer_head:0, Red Garnet Hammer Head
tconstruct:hammer_head:0, Rubber Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Prosperity Shard Hammer Head
tconstruct:hammer_head:0, Soulium Hammer Head
tconstruct:hammer_head:0, Base Essence Hammer Head
tconstruct:hammer_head:0, Inferium Hammer Head
tconstruct:hammer_head:0, Prudentium Hammer Head
tconstruct:hammer_head:0, Intermedium Hammer Head
tconstruct:hammer_head:0, Superium Hammer Head
tconstruct:hammer_head:0, Supremium Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Charged Certus Quartz Hammer Head
tconstruct:hammer_head:0, Glowstone Hammer Head
tconstruct:hammer_head:0, Zinc Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Aluminum Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Amethyst Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Lavium Hammer Head
tconstruct:hammer_head:0, Qivium Hammer Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:excavator_head:0, Amordrine Excavator Head
tconstruct:excavator_head:0, Haderoth Excavator Head
tconstruct:excavator_head:0, Alduorite Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Vulcanite Excavator Head
tconstruct:excavator_head:0, Ignatius Excavator Head
tconstruct:excavator_head:0, Etherium Excavator Head
tconstruct:excavator_head:0, Quicksilver Excavator Head
tconstruct:excavator_head:0, Brass Excavator Head
tconstruct:excavator_head:0, Astral Silver Excavator Head
tconstruct:excavator_head:0, Hepatizon Excavator Head
tconstruct:excavator_head:0, Eximite Excavator Head
tconstruct:excavator_head:0, Sanguinite Excavator Head
tconstruct:excavator_head:0, Desichalkos Excavator Head
tconstruct:excavator_head:0, Celenegil Excavator Head
tconstruct:excavator_head:0, Shadow Iron Excavator Head
tconstruct:excavator_head:0, Carmot Excavator Head
tconstruct:excavator_head:0, Mithril Excavator Head
tconstruct:excavator_head:0, Ceruclase Excavator Head
tconstruct:excavator_head:0, Deep Iron Excavator Head
tconstruct:excavator_head:0, Angmallen Excavator Head
tconstruct:excavator_head:0, Kalendrite Excavator Head
tconstruct:excavator_head:0, Damascus Steel Excavator Head
tconstruct:excavator_head:0, Prometheum Excavator Head
tconstruct:excavator_head:0, Adamantine Excavator Head
tconstruct:excavator_head:0, Tartarite Excavator Head
tconstruct:excavator_head:0, Atlarus Excavator Head
tconstruct:excavator_head:0, Black Steel Excavator Head
tconstruct:excavator_head:0, Vyroxeres Excavator Head
tconstruct:excavator_head:0, Oureclase Excavator Head
tconstruct:excavator_head:0, Inolashite Excavator Head
tconstruct:excavator_head:0, Orichalcum Excavator Head
tconstruct:excavator_head:0, Infuscolium Excavator Head
tconstruct:excavator_head:0, Midasium Excavator Head
tconstruct:excavator_head:0, Shadow Steel Excavator Head
tconstruct:excavator_head:0, Krik Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Signalum Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Nickel Excavator Head
tconstruct:excavator_head:0, Tin Excavator Head
tconstruct:excavator_head:0, Aluminum Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Refined Obsidian Excavator Head
tconstruct:excavator_head:0, Refined Glowstone Excavator Head
tconstruct:excavator_head:0, Manasteel Excavator Head
tconstruct:excavator_head:0, Terrasteel Excavator Head
tconstruct:excavator_head:0, Elementium Excavator Head
tconstruct:excavator_head:0, Gaia Spirit Excavator Head
tconstruct:excavator_head:0, Yellorium Excavator Head
tconstruct:excavator_head:0, Cyanite Excavator Head
tconstruct:excavator_head:0, Blutonium Excavator Head
tconstruct:excavator_head:0, Ludicrite Excavator Head
tconstruct:excavator_head:0, Quartz Enriched Iron Excavator Head
tconstruct:excavator_head:0, Draconium Excavator Head
tconstruct:excavator_head:0, Wyvern Draconium Excavator Head
tconstruct:excavator_head:0, Awakened Draconium Excavator Head
tconstruct:excavator_head:0, Chaotic Draconium Excavator Head
tconstruct:excavator_head:0, Psimetal Excavator Head
tconstruct:excavator_head:0, Psigem Excavator Head
tconstruct:excavator_head:0, Ivory Psimetal Excavator Head
tconstruct:excavator_head:0, Ebony Psimetal Excavator Head
tconstruct:excavator_head:0, Dark Matter Excavator Head
tconstruct:excavator_head:0, Red Matter Excavator Head
tconstruct:excavator_head:0, Fluxed Electrum Excavator Head
tconstruct:excavator_head:0, Refined Iron Excavator Head
tconstruct:excavator_head:0, Tungsten Excavator Head
tconstruct:excavator_head:0, Titanium Excavator Head
tconstruct:excavator_head:0, Chrome Excavator Head
tconstruct:excavator_head:0, Advanced Alloy Excavator Head
tconstruct:excavator_head:0, Ruby Excavator Head
tconstruct:excavator_head:0, Sapphire Excavator Head
tconstruct:excavator_head:0, Peridot Excavator Head
tconstruct:excavator_head:0, Yellow Garnet Excavator Head
tconstruct:excavator_head:0, Red Garnet Excavator Head
tconstruct:excavator_head:0, Rubber Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Prosperity Shard Excavator Head
tconstruct:excavator_head:0, Soulium Excavator Head
tconstruct:excavator_head:0, Base Essence Excavator Head
tconstruct:excavator_head:0, Inferium Excavator Head
tconstruct:excavator_head:0, Prudentium Excavator Head
tconstruct:excavator_head:0, Intermedium Excavator Head
tconstruct:excavator_head:0, Superium Excavator Head
tconstruct:excavator_head:0, Supremium Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Charged Certus Quartz Excavator Head
tconstruct:excavator_head:0, Glowstone Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Titanium Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Aluminum Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Amethyst Excavator Head
tconstruct:excavator_head:0, Ruby Excavator Head
tconstruct:excavator_head:0, Sapphire Excavator Head
tconstruct:excavator_head:0, Peridot Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Signalum Excavator Head
tconstruct:excavator_head:0, Lavium Excavator Head
tconstruct:excavator_head:0, Qivium Excavator Head
tconstruct:kama_head:0, Electrical Kama Head
tconstruct:kama_head:0, Energetic Kama Head
tconstruct:kama_head:0, Vibrant Kama Head
tconstruct:kama_head:0, Red Kama Head
tconstruct:kama_head:0, Conductive Kama Head
tconstruct:kama_head:0, Pulsating Kama Head
tconstruct:kama_head:0, Dark Kama Head
tconstruct:kama_head:0, Souled Kama Head
tconstruct:kama_head:0, Kama Head of the End
tconstruct:kama_head:0, Fake-Iron Kama Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Amordrine Kama Head
tconstruct:kama_head:0, Haderoth Kama Head
tconstruct:kama_head:0, Alduorite Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Vulcanite Kama Head
tconstruct:kama_head:0, Ignatius Kama Head
tconstruct:kama_head:0, Etherium Kama Head
tconstruct:kama_head:0, Quicksilver Kama Head
tconstruct:kama_head:0, Brass Kama Head
tconstruct:kama_head:0, Astral Silver Kama Head
tconstruct:kama_head:0, Hepatizon Kama Head
tconstruct:kama_head:0, Eximite Kama Head
tconstruct:kama_head:0, Sanguinite Kama Head
tconstruct:kama_head:0, Desichalkos Kama Head
tconstruct:kama_head:0, Celenegil Kama Head
tconstruct:kama_head:0, Shadow Iron Kama Head
tconstruct:kama_head:0, Carmot Kama Head
tconstruct:kama_head:0, Mithril Kama Head
tconstruct:kama_head:0, Ceruclase Kama Head
tconstruct:kama_head:0, Deep Iron Kama Head
tconstruct:kama_head:0, Angmallen Kama Head
tconstruct:kama_head:0, Kalendrite Kama Head
tconstruct:kama_head:0, Damascus Steel Kama Head
tconstruct:kama_head:0, Prometheum Kama Head
tconstruct:kama_head:0, Adamantine Kama Head
tconstruct:kama_head:0, Tartarite Kama Head
tconstruct:kama_head:0, Atlarus Kama Head
tconstruct:kama_head:0, Black Steel Kama Head
tconstruct:kama_head:0, Vyroxeres Kama Head
tconstruct:kama_head:0, Oureclase Kama Head
tconstruct:kama_head:0, Inolashite Kama Head
tconstruct:kama_head:0, Orichalcum Kama Head
tconstruct:kama_head:0, Infuscolium Kama Head
tconstruct:kama_head:0, Midasium Kama Head
tconstruct:kama_head:0, Shadow Steel Kama Head
tconstruct:kama_head:0, Krik Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Nickel Kama Head
tconstruct:kama_head:0, Tin Kama Head
tconstruct:kama_head:0, Aluminum Kama Head
tconstruct:kama_head:0, Zinc Kama Head
tconstruct:kama_head:0, Refined Obsidian Kama Head
tconstruct:kama_head:0, Refined Glowstone Kama Head
tconstruct:kama_head:0, Manasteel Kama Head
tconstruct:kama_head:0, Terrasteel Kama Head
tconstruct:kama_head:0, Elementium Kama Head
tconstruct:kama_head:0, Gaia Spirit Kama Head
tconstruct:kama_head:0, Yellorium Kama Head
tconstruct:kama_head:0, Cyanite Kama Head
tconstruct:kama_head:0, Blutonium Kama Head
tconstruct:kama_head:0, Ludicrite Kama Head
tconstruct:kama_head:0, Quartz Enriched Iron Kama Head
tconstruct:kama_head:0, Draconium Kama Head
tconstruct:kama_head:0, Wyvern Draconium Kama Head
tconstruct:kama_head:0, Awakened Draconium Kama Head
tconstruct:kama_head:0, Chaotic Draconium Kama Head
tconstruct:kama_head:0, Psimetal Kama Head
tconstruct:kama_head:0, Psigem Kama Head
tconstruct:kama_head:0, Ivory Psimetal Kama Head
tconstruct:kama_head:0, Ebony Psimetal Kama Head
tconstruct:kama_head:0, Dark Matter Kama Head
tconstruct:kama_head:0, Red Matter Kama Head
tconstruct:kama_head:0, Fluxed Electrum Kama Head
tconstruct:kama_head:0, Refined Iron Kama Head
tconstruct:kama_head:0, Tungsten Kama Head
tconstruct:kama_head:0, Titanium Kama Head
tconstruct:kama_head:0, Chrome Kama Head
tconstruct:kama_head:0, Advanced Alloy Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Yellow Garnet Kama Head
tconstruct:kama_head:0, Red Garnet Kama Head
tconstruct:kama_head:0, Rubber Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Prosperity Shard Kama Head
tconstruct:kama_head:0, Soulium Kama Head
tconstruct:kama_head:0, Base Essence Kama Head
tconstruct:kama_head:0, Inferium Kama Head
tconstruct:kama_head:0, Prudentium Kama Head
tconstruct:kama_head:0, Intermedium Kama Head
tconstruct:kama_head:0, Superium Kama Head
tconstruct:kama_head:0, Supremium Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Charged Certus Quartz Kama Head
tconstruct:kama_head:0, Glowstone Kama Head
tconstruct:kama_head:0, Zinc Kama Head
tconstruct:kama_head:0, Titanium Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Aluminum Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Amethyst Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Lavium Kama Head
tconstruct:kama_head:0, Qivium Kama Head
tconstruct:scythe_head:0, Electrical Scythe Head
tconstruct:scythe_head:0, Energetic Scythe Head
tconstruct:scythe_head:0, Vibrant Scythe Head
tconstruct:scythe_head:0, Red Scythe Head
